GWNO	EVENT_ID_CNTY	EVENT_ID_NO_CNTY	EVENT_DATE	DAY	MONTH	YEAR	TIME_PRECISION	Event Type	Actor	ALLY_ACTOR_1	INTER1	ACTOR2	ALLY_ACTOR_2	INTER2	INTERACTION	COUNTRY	ADMIN1	ADMIN2	ADMIN3	LOCATION	LATITUDE	LONGITUDE	GEO_PRECIS	SOURCE	Notes	Fatalities
475	3659NIG           	59983	01 August 2012	1	8	2012	1	Battle-No change of territory	Police Forces of Nigeria (2010-)		1	Boko Haram	Civilians (Nigeria)	3	13	Nigeria	Gombe	Akko		Central Gombe	10.289690	11.167288	1	Agence France Presse	"Suspected Boko Haram simultaneously attacked two police stations in Gombe. ""They threw explosives and opened fire on the police post in central Gombe. Some of the policeman were inside while others were outside. The explosions were followed by gunfire. There was a shootout between the gunmen and policemen which lasted till 10 pm (2100 GMT),"" a witness said. ""There were a lot of gunshots lasting for more than an hour. I cannot say if anybody was hurt or killed in the attack,"" he continued. "	0
475	3661NIG           	60007	02 August 2012	2	8	2012	1	Non-violent activity by a conflict actor	Ogoni Ethnic Militia (Nigeria)		4			0	40	Nigeria	Rivers	Tai		Ogoni	4.733922	7.230036	1	MOSOP Media	"Members of the Ogoni ethnic group declare their independence from Nigeria, calling on the UN to recognize them as a nation. "	0
475	3660NIG           	60006	02 August 2012	2	8	2012	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	Christian Group (Nigeria)	7	37	Nigeria	Cross River	Bekwarra		Nyanya	6.683300	8.966700	1	The Punch Nigeria	"Report of a bomb explosion at a church. However, conflicting accounts report no explosion at all. "	0
475	3662NIG           	60034	03 August 2012	3	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Police Forces of Nigeria (2007-2010)	7	37	Nigeria	Yobe	Nangere		Potiskum	11.709100	11.069400	1	Daily Trust Nigeria	"A Muslim leader escaped a suicide attack in a mosque by suspected Boko Haram, who later claimed credit . ""The bomber, however, detonated the explosives and blew himself off, injuring two policemen and three civilians in the process,"" a local official said. "	0
475	3665NIG           	60064	04 August 2012	4	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Military Forces of Nigeria (2007-2010)	7	37	Nigeria	Borno	Maidugur		Kalari	11.846441	13.160274	1	Agence France Presse	Boko Haram attacks a second neighborhood in Maiduguri.	0
475	3663NIG           	60062	04 August 2012	4	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Military Forces of Nigeria (2007-2010)	7	37	Nigeria	Borno	Maidugur		Budum	11.846441	13.160274	1	Agence France Presse	Boko Haram attacks a third neighborhood in Maiduguri.	0
475	3664NIG           	60063	04 August 2012	4	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Military Forces of Nigeria (2007-2010)	7	37	Nigeria	Borno	Maidugur		Gwange	11.846441	13.160274	1	Agence France Presse	Boko Haram detonated explosions in three neighborhoods in Maiduguri. Following the violence soldiers went door-to-door arresting suspects. Some residents report unneeded violence at the hands of the soldiers. No reported death or injury. 	0
475	3667NIG           	60066	04 August 2012	4	8	2012	1	Non-violent activity by a conflict actor	Military Forces of Nigeria (2010-)		1			0	10	Nigeria	Kaduna	Kaduna South		Rigasa	10.522239	7.438280	1	Daily Trust Nigeria	Military forces raided a Boko Haram bomb factory in Kaduna. 	0
475	3666NIG           	60065	04 August 2012	4	8	2012	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (International)		7	37	Nigeria	Delta	Ndokwa East		Niger Delta	5.326111	6.470833	2	Agence France Presse	"Unidentified gunmen attacked a oil vessel off the coast of Nigeria, killing two sailors and kidnapping four others. The victims were not citizens of Nigeria. Following the event the Nigerian military launched efforts to recover the victims. "	2
475	3669NIG           	60107	05 August 2012	5	8	2012	1	Battle-No change of territory	Military Forces of Nigeria (2010-)	Civilians (Nigeria)	1	Boko Haram		3	13	Nigeria	Yobe	Damaturu		Shagari Low Cost Housing Estate along Gashua road	11.747000	11.960800	1	Associated Press Newswires	"A suicide bomber rammed his car into a military patrol in the northeastern Nigerian city of Damaturu, killing himself, six soldiers, and two civilians. Boko Haram was suspected and later claimed responsibility. Nine other were hospitalized."	9
475	3668NIG           	60106	05 August 2012	5	8	2012	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Rivers	Ahoada East		Eleme Local Government Area	5.083330	6.650000	2	Nigeria Guardian	"Hundreds of Ogoni ethnics took to the streets at Ogale-Eleme, Rivers State to protest the non-implementation of a UN potable water campaign. "	0
475	3671NIG           	60137	06 August 2012	6	8	2012	1	Battle-No change of territory	Black Axe Student Militia		3	Viking 22 Student Militia		3	33	Nigeria	Edo	EsanWest		Deeper Life Church	6.742063	6.139003	1	Nigeria Guardian	"Rival ""cult"" groups clash over the course of two days, causing at least tow deaths and other injuries. "	1
475	3672NIG           	60138	06 August 2012	6	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Christian Group (Nigeria)	7	37	Nigeria	Kogi	Okehi		Eika	7.586212	6.266804	1	Press Trust of India	"Suspected Boko Haram opens fire on a crowded church during an evening service, at least 19 dead. Unknown injury number. "	19
475	3673NIG           	60139	06 August 2012	6	8	2012	1	Violence against civilians	Fulani Ethnic Militia (Nigeria)		4	Civilians (Nigeria)		7	47	Nigeria	Lagos	LagosIsland		Lagos-Ibadan Expressway	6.453056	3.395833	1	The Punch Nigeria	"A commercial motorcyclist, popularly called okada rider was stabbed in the stomach by two hoodlums suspected to be Fulani herdsmen on the long bridge end of the Lagos-Ibadan Expressway. The attack did not appear to be criminal.
"	0
475	3670NIG           	60136	06 August 2012	6	8	2012	1	Riots/Protests	Protesters (Nigeria)	"Anambra, Enugu and Ebonyi Drivers Welfare Association"	6			0	60	Nigeria	Anambra	AwkaSout		Aroma area	6.210095	7.074115	1	The Punch Nigeria	A confederation of bus drives protested the government imposition of a tax. 	0
475	3674NIG           	60165	07 August 2012	7	8	2012	1	Battle-No change of territory	Black Axe Student Militia		3	Viking 22 Student Militia		3	33	Nigeria	Edo	EsanWest		Esan West Local Council	6.742063	6.139003	1	Nigeria Guardian	Day two of rival cult clash. 	1
475	3678NIG           	60169	07 August 2012	7	8	2012	1	Battle-No change of territory	Military Forces of Nigeria (2010-)		1	Unidentified Armed Group (Nigeria)		3	13	Nigeria	Kogi	Okene		Okene	7.449820	6.322090	2	Agence France Presse	"Unknown assailants opened fire on a group of soldiers on patrol, sparking an exchange of fire that left two soldiers and two of the gunmen dead. It is unclear if the perpetrators have any connection to the church attackers the previous night."	4
475	3676NIG           	60167	07 August 2012	7	8	2012	1	Battle-No change of territory	Ojantele Communal Militia (Nigeria)		4	Ijegwu Communal Militia (Nigeria)		4	44	Nigeria	Cross River	Yala Cross		Obi	6.815000	8.653100	1	Nigeria Guardian	Communal violence has occurred in Benue State with 10 persons killed and property worth millions of naira destroyed in Ojantele and Ijegwu communities in Otukpo and Obi local council areas.	5
475	3677NIG           	60168	07 August 2012	7	8	2012	1	Battle-No change of territory	Ojantele Communal Militia (Nigeria)		4	Ijegwu Communal Militia (Nigeria)		4	44	Nigeria	Cross River	Yala Cross		Otukpo	6.835400	8.678500	1	Nigeria Guardian	Communal violence has occurred in Benue State with 10 persons killed and property worth millions of naira destroyed in Ojantele and Ijegwu communities in Otukpo and Obi local council areas.	5
475	3675NIG           	60166	07 August 2012	7	8	2012	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Federal Capital Territory	Bwari		Lugbe	9.083333	7.533333	1	The Punch Nigeria	"Relatives of fallen police officers gather at police headquarters to protest the non-payment of pensions. Witnesses believe they numbered in the 1,000s."	0
475	3679NIG           	60202	08 August 2012	8	8	2012	1	Headquarters or base established	BSDF: Bakassi Self Determination Front		3			0	30	Nigeria	Cross River	Ikom		Bakassi	5.750000	8.500000	2	Nigeria Guardian	"Members and adherents of the BSDF declare their independence from Nigeria, believing the land of southeast Cross River State rightfully belongs to Cameroon. Upen their declaration the group launched a radio station. "	0
475	3681NIG           	60204	08 August 2012	8	8	2012	1	Battle-No change of territory	Police Forces of Nigeria (2010-)		1	Boko Haram		3	13	Nigeria	Bauchi	Gamjuwa		Gamjuwa	10.500000	10.000000	3	The Punch Nigeria	Suspected members of Boko Haram kill two police officers along a rural road. 	2
475	3680NIG           	60203	08 August 2012	8	8	2012	1	Non-violent activity by a conflict actor	Police Forces of Nigeria (2010-)		1			0	10	Nigeria	Kogi	Okene		City Center	7.449820	6.322090	2	The Punch Nigeria	Police claim they arrested three suspects in connecting to recent area mosque killings. Secondary sources could not confirm the arrest. 	0
475	3683NIG           	60271	10 August 2012	10	8	2012	1	Non-violent activity by a conflict actor	Military Forces of Nigeria (2010-)		1			0	10	Nigeria	Borno	Maidugur		Along Pompomari By-pass	11.846441	13.160274	2	Vanguard (Nigeria)	"A team of the JTF raided a Boko Haram hideout, recovered weapons. "	0
475	3685NIG           	60273	10 August 2012	10	8	2012	1	Battle-No change of territory	Police Forces of Nigeria (2010-)		1	Boko Haram		3	13	Nigeria	Sokoto	Yabo		Kombul Village	12.683333	4.983333	1	Nigeria Guardian	"Suspected Boko Haram kill one member of a security forces and wound two others in a ""terrorist attack."""	1
475	3682NIG           	60270	10 August 2012	10	8	2012	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Delta	AniochaS		Along Ibusa Road	6.242017	6.593058	2	The Punch Nigeria	"Over 40 lawyers in Asaba, the Delta state capital on Friday barricaded magistrates’ courts to protest the abduction of a newly appointed judge, Justice Marcel Okoh. The lawyers, who gathered under the auspices of the Nigerian Bar Association, marched through some streets of the state capital to the courts and said no court would be allowed to sit until Okoh is released.
"	0
475	3684NIG           	60272	10 August 2012	10	8	2012	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)	Christian Group (Nigeria)	7	37	Nigeria	Borno	Maidugur		Gajigana	11.846441	13.160274	1	Nigeria Guardian	"Unidentified gunmen attack a church, set it ablaze. Injuries, one death reported. "	1
475	3687NIG           	60304	11 August 2012	11	8	2012	1	Non-violent activity by a conflict actor	Military Forces of Nigeria (2010-)		1			0	10	Nigeria	Kano	Nassaraw		Tudun Bayero	11.994354	8.513807	1	Agence France Presse	Security forces raid a suspected Boko Haram hideout and recover a large cache of weapons.	0
475	3688NIG           	60305	11 August 2012	11	8	2012	1	Non-violent activity by a conflict actor	Police Forces of Nigeria (2010-)		1			0	10	Nigeria	Lagos	Epe		Central (Kalolkol)	6.583330	3.750000	1	Daily Trust Nigeria	Police arrest six persons believed to be in connection with a recent attack. Few details given. 	0
475	3686NIG           	60303	11 August 2012	11	8	2012	1	Riots/Protests	Protesters (Nigeria)	CNPP: Conference of Nigerian Registered Political Parties	6			0	60	Nigeria	Imo	Oguta		Oguta	5.708901	6.810265	1	Nigeria Guardian	"Adherents to the CNPP protest a local election, believing it was fixed. "	0
475	3689NIG           	60336	12 August 2012	12	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Christian Group (Nigeria)	7	37	Nigeria	Gombe	Akko		All Saint's Catholic Church	10.250000	11.166670	1	The Moment Nigeria	"Gunmen, suspected to be members of Boko Haram attack a church in Gombe."	0
475	3690NIG           	60337	12 August 2012	12	8	2012	1	Battle-No change of territory	Military Forces of Nigeria (2010-)		1	Boko Haram		3	13	Nigeria	Yobe	Damaturu		Bindigari Ward	11.747000	11.960800	1	Nigerian Tribune	A JTF raid on two Boko Haram hideouts results in the death of two militants and the arrest of 30 others. Panicked residents flee the city in large numbers. 	2
475	3692NIG           	60339	12 August 2012	12	8	2012	1	Battle-No change of territory	Military Forces of Nigeria (2010-)		1	Boko Haram		3	13	Nigeria	Yobe	Damaturu		Pawari Ward	11.747000	11.960800	1	Nigerian Tribune	A JTF raid on two Boko Haram hideouts results in the death of two militants and the arrest of 30 others. Panicked residents flee the city in large numbers. 	0
475	3691NIG           	60338	12 August 2012	12	8	2012	1	Battle-No change of territory	Military Forces of Nigeria (2010-)		1	Boko Haram		3	13	Nigeria	Borno	Maidugur		Maiduguri	11.846441	13.160274	1	Nigeria Punch	Joint Task Force (military force) killed 20 suspected Boko Haram members in a shootout as they raided their hideout in Maiduguri. Conflicting report: some accounts have this event occurring on the 13th of the month.	20
475	3697NIG           	60381	13 August 2012	13	8	2012	1	Violence against civilians	Area Boys Militia		3	Civilians (Nigeria)		7	37	Nigeria	Federal Capital Territory	Bwari		Bwari	9.083333	7.533333	1	All Africa	A gang known as the Area Boys attacks a journalist.	0
475	3695NIG           	60379	13 August 2012	13	8	2012	1	Non-violent activity by a conflict actor	Police Forces of Nigeria (2010-)		1			0	10	Nigeria	Kogi	Okene		Okene Local Government Arera	7.449820	6.322090	1	Daily Trust Nigeria	State police arrest 16 believed to involved with a church attack in the area. Exact location unknown. 	0
475	3696NIG           	60380	13 August 2012	13	8	2012	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Bayelsa	Southern Ijaw		Yenagoa-Mbiama Road	4.750000	6.083330	1	Nigeria Punch	A physically challenged group protests neglect by the state government by barricading a road outside the capital city. 	0
475	3693NIG           	60377	13 August 2012	13	8	2012	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Enugu	EnuguSou		Enugu	6.419400	7.438700	1	Nigeria Punch	The Joint Research and Allied Institutions Sector Union on Monday in Enugu embarked on a demonstration to protest the Federal Government’s perceived failure to implement the agreement to improve the welfare of its members.	0
475	3694NIG           	60378	13 August 2012	13	8	2012	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Lagos	LagosIsland		Lagos	6.453056	3.395833	1	Nigeria Union of Journalist	Six unidentified men attack journalists on a train. 	0
475	3699NIG           	60416	14 August 2012	14	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Kaduna	Kaduna South		Kaduna	10.522239	7.438280	1	Agence France Presse	Three people were killed in a bomb blast on a northern Nigerian road leading to a mosque where a cleric had condemned the Islamist militant group Boko Haram. The ordinance was delivered on motorcycle. 	3
475	3698NIG           	60415	14 August 2012	14	8	2012	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Kaduna	Kaduna South		Kaduna	10.522239	7.438280	1	APANEWS	"Two suspected suicide bombers were killed by an Improvised Explosive Device (IED) while another person suspected to be a member of the group escaped with injuries. Their bomb was concealed in a camera case. The assailants were unknown, but it is likely they were members of Boko Haram. Some reports have the death count at three. "	2
475	3700NIG           	60474	15 August 2012	15	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Military Forces of Nigeria (2007-2010)	7	37	Nigeria	Borno	Maidugur		Maiduguri	11.846441	13.160274	1	Agence France Presse	A Boko Haram suicide bomber killed himself and a civilian while wounding three others in an attack targeting a military vehicle. The members of the military were not harmed. 	2
475	3701NIG           	60475	15 August 2012	15	8	2012	1	Battle-No change of territory	Military Forces of Nigeria (2010-)		1	Boko Haram		3	13	Nigeria	Yobe	Damaturu		Damaturu	11.747000	11.960800	1	Vanguard (Nigeria)	"A gun duel between Boko Haram and JTF security forces lasts two hours. One militant death reported, one soldier injured. "	1
475	3702NIG           	60476	15 August 2012	15	8	2012	1	Battle-No change of territory	Military Forces of Nigeria (2010-)		1	Boko Haram		3	13	Nigeria	Yobe	Damaturu		Damaturu	11.747000	11.960800	1	Nigeria Guardian	Military forces battle Boko Haram when they raid their hideout. 30 arrested.	0
475	3703NIG           	60477	15 August 2012	15	8	2012	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Anambra	Anambra East		Onitsha	6.166670	6.783330	1	Nigeria Guardian	Local traders protested the demolition of their shops and structures by the State Government. 	0
475	3707NIG           	60530	16 August 2012	16	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maidugur		Polo Ward	11.846441	13.160274	1	Nigeria Guardian	"Gunmen, suspected to be Boko Haram, attack a mosque and shot dead a member of the Borno Emirate Traditional Council (BETC), Zanna Kaselama."	0
475	3709NIG           	60532	16 August 2012	16	8	2012	1	Non-violent activity by a conflict actor	Military Forces of Nigeria (2010-)		1			0	10	Nigeria	Plateau	Jos South		Riyom	9.633333	8.766667	1	Nigeria Guardian	"Members of the JTF, the military, make militant arrests and recover weapons. "	0
475	3705NIG           	60528	16 August 2012	16	8	2012	1	Riots/Protests	Protesters (Nigeria)	NUJ: Nigerian Union of Journalists	6			0	60	Nigeria	Lagos	Oshodi/Isolo		Ikeja	6.583333	3.333333	1	Nigeria Punch	The NUJ holds a protest demonstration against recent violence on journalists. The demonstration was held in part in front of the governor's home. 	0
475	3706NIG           	60529	16 August 2012	16	8	2012	1	Battle-No change of territory	Unidentified Armed Group (Nigeria)		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Plateau	Bassa		Jos	10.096277	8.894780	1	Nigeria Punch	During a Muslim celebration festival unknown persons bomb a police station. The blast injured one person and destroyed property. 	0
475	3704NIG           	60527	16 August 2012	16	8	2012	1	Non-violent activity by a conflict actor	Unidentified Armed Group (Nigeria)		3			0	30	Nigeria	Kaduna	Kaduna South		Kaduna	10.522239	7.438280	1	Nigeria Guardian	Hundreds evacuate a downtown building after a bomb scare. 	0
475	3708NIG           	60531	16 August 2012	16	8	2012	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Rivers	Port Harcourt		Rivers State University of Science and Technology (RSUST)	4.777423	7.013404	1	Nigeria Guardian	"Violence broke out at the Rivers State University of Science and Technology (RSUST) as ""hoodlums"" attacked officials of the Academic Staff Union of Universities (ASUU) opposed to the appointment of an acting vice chancellor."	0
475	3710NIG           	60572	17 August 2012	17	8	2012	1	Non-violent activity by a conflict actor	Police Forces of Nigeria (2010-)		1			0	10	Nigeria	Kogi	Lokoja		Lokoja	7.802359	6.743005	1	Agence France Presse	Police arrest a governor's aid over a connection to Boko Haram and an attack on a Christian church recently. 	0
475	3711NIG           	60596	18 August 2012	18	8	2012	1	Violence against civilians	Fulani Ethnic Militia (Nigeria)		4	Civilians (Nigeria)		7	47	Nigeria	Enugu	Uzo-Uwani		Nimbo	6.800000	7.146700	1	Nigeria Guardian	Two students are dead after an attack by Fulani Herdsmen on their village. Reports of women raped and houses burnt. 	2
475	3713NIG           	60598	18 August 2012	18	8	2012	2	Riots/Protests	Rioters (Nigeria)		5			0	50	Nigeria	Imo	Owerri Municipal		Owerri	5.483333	7.030407	1	Nigeria Guardian	"Protesters threating violence stormed the premises of the State Oil Commission expressing grievances over alleged neglect by the commission. The group, mostly youths, armed with weapons, caused employees to flee. "	0
475	3712NIG           	60597	18 August 2012	18	8	2012	1	Battle-No change of territory	Unidentified Armed Group (Nigeria)		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Kogi	Okene		Otite	7.449820	6.322090	1	Nigeria Guardian	An unidentified gunman is killed after a three hour gun battle with police. 	1
475	3716NIG           	60623	19 August 2012	19	8	2012	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2010-)	Police Forces of Nigeria (2007-2010)	1	13	Nigeria	Kano	Nassaraw		Maiduguri Road	11.994354	8.513807	1	Nigeria Punch	"A policeman was reportedly injured when suspected Boko Haram members fired at a military roadblock along Maiduguri Road, Kano, while the police stopped a violent confrontation between Boko Haram and some residents of the area. Many cars damaged."	0
475	3715NIG           	60622	19 August 2012	19	8	2012	1	Battle-No change of territory	Boko Haram		3	Christian Militia (Nigeria)		4	34	Nigeria	Kano	Nassaraw		Kano	12.000120	8.528800	1	Nigeria Punch	"After a suspected Boko Haram attack in their neighborhood, a group of Christian youths seek revenge on their attackers. Police we able to foil most of the violence. "	0
475	3714NIG           	60621	19 August 2012	19	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Plateau	Bassa		Jos	10.096277	8.894780	1	Nigeria Punch	"Suspected Boko Haram militants disrupt a Eid-el-Fitr celebration, no report of death or injury. "	0
475	3717NIG           	60663	20 August 2012	20	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Christian Group (Nigeria)	7	37	Nigeria	Yobe	Damaturu		Ajari Ward	11.747000	11.960800	1	Nigeria Guardian	Boko Haram suspects attack a Christian church and a school. No report of injury or death. It is believed this group is the same group that attacked the police station elsewhere in the city. 	0
475	3718NIG           	60692	21 August 2012	21	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Biu		Biu	10.612850	12.194580	1	Nigeria Guardian	"Boko Haram suspects open fire on separate mosques, killing two."	2
475	3719NIG           	60719	22 August 2012	22	8	2012	1	Battle-No change of territory	Police Forces of Nigeria (2010-)	Civilians (Nigeria)	1	Boko Haram		3	13	Nigeria	Yobe	Damaturu		Damaturu	11.747000	11.960800	1	Nigeria Guardian	"Boko Haram suspects attack a police station/prison and exchange gunfire. Reports of civilian injury or death, though numbers are unknown The gun battle lasted at least two hours according to witnesses. "	0
475	3722NIG           	60722	22 August 2012	22	8	2012	1	Non-violent activity by a conflict actor	Police Forces of Nigeria (2010-)		1			0	10	Nigeria	Lagos	Oshodi/Isolo		Muhammed Murtala International Airport	6.583333	3.333333	1	Nigerian Tribune	Police arrest two suspected suicide bombers in a Ikeja airport. The two suspects are believed to be in connection with a raided bomb factory in Kogi State earlier in the day. 	0
475	3720NIG           	60720	22 August 2012	22	8	2012	1	Non-violent activity by a conflict actor	Police Forces of Nigeria (2010-)		1			0	10	Nigeria	Kogi	Lokoja		Kogi State	7.750000	6.750000	2	Nigerian Tribune	"Police break up two Boko Haram (suspected) bomb factories, arrested two l"	0
475	3721NIG           	60721	22 August 2012	22	8	2012	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Imo	Owerri Municipal		Legislative Assembly Building	5.483333	7.030407	1	Nigeria Guardian	Protesters gather after the state House Assembly did not swear in a recently elected official.	0
475	3725NIG           	60753	23 August 2012	23	8	2012	1	Violence against civilians	Fulani Ethnic Militia (Nigeria)		4	Civilians (Nigeria)	Christian Group (Nigeria)	7	47	Nigeria	Plateau	Barkin Ladi		Sho	9.516667	8.833333	1	Nigeria Punch	"Fulani militiamen raid a village and, kill two Christian residents. "	2
475	3724NIG           	60752	23 August 2012	23	8	2012	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Enugu	EnuguSou		Enugu State University of Science and Technology	6.419400	7.438700	1	Nigeria Guardian	"Lecturers gather at a university to protest to demand the release of a kidnapped colleague, who was taken by unknown men for a large ransom. "	0
475	3723NIG           	60751	23 August 2012	23	8	2012	1	Battle-No change of territory	Unidentified Armed Group (Nigeria)		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Bayelsa	Yenegoa		Azikoro	4.924720	6.264170	1	Nigeria Punch	Two suspected assassins are killed in a police gun battle. The two are believed to be in connection with the death of a British national. 	2
475	3726NIG           	60794	24 August 2012	24	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (International)		7	37	Nigeria	Taraba	Takum		along Takum Road	7.266670	9.983330	2	Nigeria Guardian	Boko Haram gunmen (suspected) shoot and kill a Irish national working for a construction firm.	1
475	3727NIG           	60826	25 August 2012	25	8	2012	1	Battle-No change of territory	Unidentified Armed Group (Nigeria)		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Borno	Maidugur		Dala	11.846441	13.160274	1	Nigeria Guardian	"Unidentified gunmen follow a police officer into a Mosque, kill him. "	1
475	3728NIG           	60827	25 August 2012	25	8	2012	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Bayelsa	Yenegoa		Okordia	4.924720	6.264170	1	Nigeria Punch	"Unidentified gunmen invaded Okordia community in Yenagoa Local Government Area, Bayelsa State, and abducted a clan head, or traditional ruler at a local palace. "	0
475	3730NIG           	60852	26 August 2012	26	8	2012	1	Battle-No change of territory	Boko Haram		3	Police Forces of Nigeria (2007-2010)		1	13	Nigeria	Yobe	Damaturu		Damaturu	11.747000	11.960800	1	Agence France Presse	"A group of armed men, believed to be Boko Haram, shoot and kill a police officer during a gun battle. "	1
475	3729NIG           	60851	26 August 2012	26	8	2012	1	Violence against civilians	Unidentified Armed Group (Nigeria)		3	Civilians (Nigeria)		7	37	Nigeria	Imo	Ikeduru		Amaraku Junction	5.500000	7.166670	1	Nigeria Guardian	Unidentified gunmen abduct a government official. 	0
475	3731NIG           	60914	28 August 2012	28	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maidugur		Gwange	11.846441	13.160274	1	Daily Trust Nigeria	Suspected Boko Haram detonated an explosive in the Gwange area of the city late in the afternoon. Sporadic gunshots were reported in the area soon after. There was a explosion earlier in the day elsewhere in the city. 	0
475	3732NIG           	60915	28 August 2012	28	8	2012	1	Violence against civilians	Boko Haram		3	Civilians (Nigeria)	Military Forces of Nigeria (2007-2010)	7	37	Nigeria	Borno	Maidugur		Ramat Square	11.846441	13.160274	1	Vanguard (Nigeria)	Suspected Boko Haram suicide bomber was killed as well as a passerby when his explosive detonated prematurely. The suspected target was members of the JTF.	2
475	3735NIG           	60941	29 August 2012	29	8	2012	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2010-)		1	13	Nigeria	Borno	Maidugur		Maiduguri	11.846441	13.160274	1	Nigeria Guardian	"Suspected members of Boko Haram attempt to bomb a JTF patrol, but the device exploded prematurely destroying nearby shops. Members of the JTF react with gunfire costing five members of BH their lives. "	5
475	3733NIG           	60939	29 August 2012	29	8	2012	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Ondo	Idanre		Adeyemi College of Education	7.166670	5.083330	2	Nigeria Guardian	A group of pensioners gathered on the grounds of their former employer to protest non-payment.	0
475	3734NIG           	60940	29 August 2012	29	8	2012	1	Riots/Protests	Protesters (Nigeria)		6			0	60	Nigeria	Taraba	Ardo-Kola		Jalingo	8.883330	11.366670	1	Nigeria Guardian	Protesters demand the removal of the Naval Chief of Staff for the naval detention of a man. 	0
475	3737NIG           	60996	31 August 2012	31	8	2012	1	Battle-No change of territory	Boko Haram		3	Military Forces of Nigeria (2010-)		1	13	Nigeria	Yobe	Damaturu		along Potiskum Road	11.747000	11.960800	2	Nigeria Guardian	A JTF patrol is ambushed by members of Boko Haram. One officer was reported killed. 	1
475	3736NIG           	60995	31 August 2012	31	8	2012	1	Battle-No change of territory	Military Forces of Nigeria (2010-)		1	Boko Haram		3	13	Nigeria	Yobe	Damaturu		along Potiskum Road	11.747000	11.960800	2	Nigeria Guardian	"Suspected Boko Haram attacked a military checkpoint, kill an intelligence officer. "	1
475	3738NIG           	60997	31 August 2012	31	8	2012	1	Battle-No change of territory	Military Forces of Nigeria (2010-)		1	Boko Haram		3	13	Nigeria	Borno	Maidugur		Maiduguri	11.846441	13.160274	1	APA News	"A group of suspected Boko Haram ambushed a JTF patrol, though the counterattack killed all five attackers. "	5
475	3741NIG           	61024	01 September 2012	1	9	2012	2	Violence against civilians	Boko Haram		3	Civilians (Nigeria)		7	37	Nigeria	Borno	Maidugur		Sulimanti Ward	11.846441	13.160274	1	Vanguard	Six are shot dead by suspected Boko Haram. The event may have occurred on 2nd September.	6
475	3739NIG           	61022	01 September 2012	1	9	2012	1	Non-violent activity by a conflict actor	Military Forces of Nigeria (2010-)		1			0	10	Nigeria	Delta	Warri South-West		Ajudaibo	5.598177	5.213095	1	Nigeria Guardian	A JTF raid on a suspected Boko Haram hideout recovers a large cache of weapons. 	0
